
fet_x,fet_y,tar_x,tar_y,prev_dir,dir
19,14,19,8,0,0
19,13,19,8,0,0
19,12,19,8,0,0
19,11,19,8,0,0
19,10,19,8,0,0
19,9,19,8,0,0
19,8,26,21,4,2
19,9,26,21,2,2
19,10,26,21,2,2
19,11,26,21,2,2
19,12,26,21,2,2
19,13,26,21,2,2
19,14,26,21,2,2
19,15,26,21,2,3
20,15,26,21,3,3
21,15,26,21,3,3
22,15,26,21,3,2
22,16,26,21,2,2
22,17,26,21,2,2
22,18,26,21,2,3
23,18,26,21,3,3
24,18,26,21,3,3
25,18,26,21,3,2
25,19,26,21,2,2
25,20,26,21,2,2
25,21,26,21,2,3
26,21,5,30,4,3
27,21,5,30,3,2
27,22,5,30,2,2
27,23,5,30,2,2
27,24,5,30,2,1
26,24,5,30,1,1
25,24,5,30,1,1
24,24,5,30,1,1
23,24,5,30,1,1
22,24,5,30,1,1
21,24,5,30,1,1
20,24,5,30,1,1
19,24,5,30,1,1
18,24,5,30,1,1
17,24,5,30,1,1
16,24,5,30,1,1
15,24,5,30,1,1
14,24,5,30,1,1
13,24,5,30,1,1
12,24,5,30,1,1
11,24,5,30,1,1
10,24,5,30,1,2
10,25,5,30,2,2
10,26,5,30,2,2
10,27,5,30,2,2
10,28,5,30,2,2
10,29,5,30,2,2
10,30,5,30,2,1
9,30,5,30,1,1
8,30,5,30,1,1
7,30,5,30,1,1
6,30,5,30,1,1
5,30,19,27,4,3
6,30,19,27,3,3
7,30,19,27,3,3
8,30,19,27,3,3
9,30,19,27,3,3
10,30,19,27,3,3
11,30,19,27,3,3
12,30,19,27,3,3
13,30,19,27,3,0
13,29,19,27,0,0
13,28,19,27,0,0
13,27,19,27,0,3
14,27,19,27,3,3
15,27,19,27,3,3
16,27,19,27,3,2
16,28,19,27,2,2
16,29,19,27,2,2
16,30,19,27,2,3
17,30,19,27,3,3
18,30,19,27,3,3
19,30,19,27,3,0
19,29,19,27,0,0
19,28,19,27,0,0
19,27,22,14,4,0
19,26,22,14,0,0
19,25,22,14,0,0
19,24,22,14,0,3
20,24,22,14,3,3
21,24,22,14,3,3
22,24,22,14,3,0
22,23,22,14,0,0
22,22,22,14,0,0
22,21,22,14,0,0
22,20,22,14,0,0
22,19,22,14,0,0
22,18,22,14,0,0
22,17,22,14,0,0
22,16,22,14,0,0
22,15,22,14,0,0
22,14,25,8,4,0
22,13,25,8,0,0
22,12,25,8,0,0
22,11,25,8,0,3
23,11,25,8,3,3
24,11,25,8,3,0
24,10,25,8,0,0
24,9,25,8,0,0
24,8,25,8,0,3
25,8,15,27,4,1
24,8,15,27,1,2
24,9,15,27,2,2
24,10,15,27,2,2
24,11,15,27,2,1
23,11,15,27,1,1
22,11,15,27,1,2
22,12,15,27,2,2
22,13,15,27,2,2
22,14,15,27,2,2
22,15,15,27,2,2
22,16,15,27,2,2
22,17,15,27,2,2
22,18,15,27,2,2
22,19,15,27,2,2
22,20,15,27,2,2
22,21,15,27,2,2
22,22,15,27,2,2
22,23,15,27,2,2
22,24,15,27,2,1
21,24,15,27,1,1
20,24,15,27,1,1
19,24,15,27,1,2
19,25,15,27,2,2
19,26,15,27,2,2
19,27,15,27,2,2
19,28,15,27,2,2
19,29,15,27,2,2
19,30,15,27,2,1
18,30,15,27,1,1
17,30,15,27,1,1
16,30,15,27,1,0
16,29,15,27,0,0
16,28,15,27,0,0
16,27,15,27,0,1
15,27,19,10,4,3
16,27,19,10,3,2
16,28,19,10,2,2
16,29,19,10,2,2
16,30,19,10,2,3
17,30,19,10,3,3
18,30,19,10,3,3
19,30,19,10,3,0
19,29,19,10,0,0
19,28,19,10,0,0
19,27,19,10,0,0
19,26,19,10,0,0
19,25,19,10,0,0
19,24,19,10,0,0
19,23,19,10,0,0
19,22,19,10,0,0
19,21,19,10,0,1
18,21,19,10,1,1
17,21,19,10,1,1
16,21,19,10,1,0
16,20,19,10,0,0
16,19,19,10,0,0
16,18,19,10,0,3
17,18,19,10,3,3
18,18,19,10,3,3
19,18,19,10,3,0
19,17,19,10,0,0
19,16,19,10,0,0
19,15,19,10,0,0
19,14,19,10,0,0
19,13,19,10,0,0
19,12,19,10,0,0
19,11,19,10,0,0
19,10,3,27,4,2
19,11,3,27,2,2
19,12,3,27,2,2
19,13,3,27,2,2
19,14,3,27,2,2
19,15,3,27,2,2
19,16,3,27,2,2
19,17,3,27,2,2
19,18,3,27,2,1
18,18,3,27,1,1
17,18,3,27,1,1
16,18,3,27,1,1
15,18,3,27,1,1
14,18,3,27,1,1
13,18,3,27,1,2
13,19,3,27,2,2
13,20,3,27,2,2
13,21,3,27,2,1
12,21,3,27,1,1
11,21,3,27,1,1
10,21,3,27,1,2
10,22,3,27,2,2
10,23,3,27,2,2
10,24,3,27,2,1
9,24,3,27,1,1
8,24,3,27,1,1
7,24,3,27,1,1
6,24,3,27,1,1
5,24,3,27,1,2
5,25,3,27,2,2
5,26,3,27,2,2
5,27,3,27,2,1
4,27,3,27,1,1
23,24,2,24,4,1
22,24,2,24,1,1
21,24,2,24,1,1
20,24,2,24,1,1
19,24,2,24,1,1
18,24,2,24,1,1
17,24,2,24,1,1
16,24,2,24,1,1
15,24,2,24,1,1
14,24,2,24,1,1
13,24,2,24,1,1
12,24,2,24,1,1
11,24,2,24,1,1
10,24,2,24,1,1
2,24,18,18,4,3
3,24,18,18,3,3
4,24,18,18,3,3
5,24,18,18,3,3
6,24,18,18,3,3
7,24,18,18,3,3
8,24,18,18,3,3
9,24,18,18,3,3
10,24,18,18,3,0
10,23,18,18,0,0
10,22,18,18,0,0
10,21,18,18,0,3
11,21,18,18,3,3
12,21,18,18,3,3
13,21,18,18,3,0
13,20,18,18,0,0
13,19,18,18,0,0
13,18,18,18,0,3
14,18,18,18,3,3
15,18,18,18,3,3
16,18,18,18,3,3
17,18,18,18,3,3
18,18,3,21,4,1
17,18,3,21,1,1
16,18,3,21,1,1
15,18,3,21,1,1
14,18,3,21,1,1
13,18,3,21,1,1
12,18,3,21,1,1
11,18,3,21,1,1
10,18,3,21,1,0
10,17,3,21,0,0
10,16,3,21,0,0
10,15,3,21,0,1
9,15,3,21,1,1
8,15,3,21,1,1
7,15,3,21,1,2
7,16,3,21,2,2
7,17,3,21,2,2
7,18,3,21,2,1
4,18,3,21,1,2
4,19,3,21,2,2
4,20,3,21,2,2
4,21,3,21,2,1
3,21,7,12,4,3
4,21,7,12,3,0
4,20,7,12,0,0
4,19,7,12,0,0
4,18,7,12,0,3
5,18,7,12,3,3
6,18,7,12,3,3
7,18,7,12,3,0
7,17,7,12,0,0
7,16,7,12,0,0
7,15,7,12,0,0
7,14,7,12,0,0
7,13,7,12,0,0
7,12,20,5,4,2
7,13,20,5,2,2
7,14,20,5,2,2
7,15,20,5,2,3
8,15,20,5,3,3
9,15,20,5,3,3
10,15,20,5,3,0
10,14,20,5,0,0
10,13,20,5,0,0
10,12,20,5,0,3
11,12,20,5,3,3
12,12,20,5,3,3
13,12,20,5,3,3
14,12,20,5,3,3
15,12,20,5,3,3
16,12,20,5,3,3
17,12,20,5,3,3
18,12,20,5,3,3
19,12,20,5,3,0
19,11,20,5,0,0
19,10,20,5,0,0
19,9,20,5,0,0
19,8,20,5,0,0
19,7,20,5,0,0
19,6,20,5,0,0
19,5,20,5,0,3
20,5,13,21,4,1
19,5,13,21,1,2
19,6,13,21,2,2
19,7,13,21,2,2
19,8,13,21,2,2
19,9,13,21,2,2
19,10,13,21,2,2
19,11,13,21,2,2
19,12,13,21,2,2
19,13,13,21,2,2
19,14,13,21,2,2
19,15,13,21,2,2
19,16,13,21,2,2
19,17,13,21,2,2
19,18,13,21,2,1
13,21,4,2,4,0
13,20,4,2,0,0
13,19,4,2,0,0
13,18,4,2,0,1
12,18,4,2,1,1
11,18,4,2,1,1
10,18,4,2,1,0
10,17,4,2,0,0
10,16,4,2,0,0
10,15,4,2,0,0
10,14,4,2,0,0
10,13,4,2,0,0
10,12,4,2,0,0
10,11,4,2,0,0
10,10,4,2,0,0
10,9,4,2,0,0
10,8,4,2,0,0
10,7,4,2,0,0
10,6,4,2,0,0
10,5,4,2,0,0
10,4,4,2,0,0
10,3,4,2,0,0
10,2,4,2,0,1
9,2,4,2,1,1
8,2,4,2,1,1
7,2,4,2,1,1
6,2,4,2,1,1
5,2,4,2,1,1
4,2,5,7,4,1
3,2,5,7,1,1
2,2,5,7,1,2
2,3,5,7,2,2
2,4,5,7,2,2
2,5,5,7,2,2
2,6,5,7,2,2
2,7,5,7,2,2
2,8,5,7,2,3
3,8,5,7,3,3
4,8,5,7,3,3
5,8,5,7,3,0
5,7,2,5,4,2
5,8,2,5,2,1
4,8,2,5,1,1
3,8,2,5,1,1
2,8,2,5,1,0
2,7,2,5,0,0
2,6,2,5,0,0
2,5,13,29,4,2
2,6,13,29,2,2
2,7,13,29,2,2
2,8,13,29,2,3
3,8,13,29,3,3
4,8,13,29,3,3
5,8,13,29,3,2
5,9,13,29,2,2
5,10,13,29,2,2
5,11,13,29,2,3
6,11,13,29,3,3
7,11,13,29,3,2
7,12,13,29,2,2
7,13,13,29,2,2
7,14,13,29,2,2
7,15,13,29,2,2
7,16,13,29,2,2
7,17,13,29,2,2
7,18,13,29,2,2
7,19,13,29,2,2
7,20,13,29,2,2
7,21,13,29,2,2
7,22,13,29,2,2
7,23,13,29,2,2
7,24,13,29,2,3
8,24,13,29,3,3
9,24,13,29,3,3
10,24,13,29,3,2
10,25,13,29,2,2
10,26,13,29,2,2
10,27,13,29,2,2
10,28,13,29,2,2
10,29,13,29,2,2
10,30,13,29,2,3
11,30,13,29,3,3
12,30,13,29,3,3
13,30,13,29,3,0
13,29,23,5,4,0
13,28,23,5,0,0
13,27,23,5,0,3
14,27,23,5,3,3
15,27,23,5,3,3
16,27,23,5,3,2
16,28,23,5,2,2
16,29,23,5,2,2
16,30,23,5,2,3
17,30,23,5,3,3
18,30,23,5,3,3
19,30,23,5,3,0
19,29,23,5,0,0
19,28,23,5,0,0
19,27,23,5,0,0
19,26,23,5,0,0
19,25,23,5,0,0
19,24,23,5,0,3
20,24,23,5,3,3
21,24,23,5,3,3
22,24,23,5,3,0
22,23,23,5,0,0
22,22,23,5,0,0
22,21,23,5,0,0
22,20,23,5,0,0
22,19,23,5,0,0
22,18,23,5,0,0
22,17,23,5,0,0
22,16,23,5,0,0
22,15,23,5,0,0
22,14,23,5,0,0
22,13,23,5,0,0
22,12,23,5,0,0
22,11,23,5,0,3
23,11,23,5,3,3
24,11,23,5,3,0
24,10,23,5,0,0
24,9,23,5,0,0
24,8,23,5,0,0
24,7,23,5,0,0
24,6,23,5,0,0
24,5,23,5,0,1
23,5,17,30,4,3
24,5,17,30,3,2
24,6,17,30,2,2
24,7,17,30,2,2
24,8,17,30,2,2
24,9,17,30,2,2
24,10,17,30,2,2
24,11,17,30,2,1
23,11,17,30,1,1
22,11,17,30,1,2
22,12,17,30,2,2
22,13,17,30,2,2
22,14,17,30,2,2
22,15,17,30,2,2
22,16,17,30,2,2
22,17,17,30,2,2
22,18,17,30,2,2
22,19,17,30,2,2
22,20,17,30,2,2
22,21,17,30,2,2
22,22,17,30,2,2
22,23,17,30,2,2
22,24,17,30,2,1
21,24,17,30,1,1
20,24,17,30,1,1
19,24,17,30,1,2
19,25,17,30,2,2
19,26,17,30,2,2
19,27,17,30,2,2
19,28,17,30,2,2
19,29,17,30,2,2
19,30,17,30,2,1
18,30,17,30,1,1
17,30,11,21,4,3
18,30,11,21,3,3
19,30,11,21,3,0
19,29,11,21,0,0
19,28,11,21,0,0
19,27,11,21,0,0
19,26,11,21,0,0
19,25,11,21,0,0
19,24,11,21,0,1
18,24,11,21,1,1
17,24,11,21,1,1
16,24,11,21,1,1
15,24,11,21,1,1
14,24,11,21,1,1
13,24,11,21,1,1
12,24,11,21,1,1
11,24,11,21,1,1
10,24,11,21,1,0
10,23,11,21,0,0
10,22,11,21,0,0
10,21,11,21,0,3
11,21,26,21,4,3
12,21,26,21,3,3
13,21,26,21,3,0
13,20,26,21,0,0
13,19,26,21,0,0
13,18,26,21,0,3
17,18,26,21,3,3
18,18,26,21,3,3
19,18,26,21,3,0
19,17,26,21,0,0
19,16,26,21,0,0
19,15,26,21,0,3
21,5,27,4,4,3
22,5,27,4,3,3
23,5,27,4,3,3
24,5,27,4,3,2
24,6,27,4,2,2
24,7,27,4,2,2
24,8,27,4,2,3
25,8,27,4,3,3
26,8,27,4,3,3
27,8,27,4,3,0
27,7,27,4,0,0
27,6,27,4,0,0
27,5,27,4,0,0
27,4,7,13,4,2
27,5,7,13,2,2
27,6,7,13,2,2
27,7,7,13,2,2
27,8,7,13,2,1
26,8,7,13,1,1
25,8,7,13,1,1
24,8,7,13,1,1
23,8,7,13,1,1
22,8,7,13,1,1
21,8,7,13,1,1
20,8,7,13,1,1
19,8,7,13,1,2
19,9,7,13,2,2
19,10,7,13,2,2
19,11,7,13,2,2
19,12,7,13,2,1
18,12,7,13,1,1
17,12,7,13,1,1
16,12,7,13,1,1
15,12,7,13,1,1
14,12,7,13,1,1
13,12,7,13,1,1
12,12,7,13,1,1
11,12,7,13,1,1
10,12,7,13,1,2
10,13,7,13,2,2
10,14,7,13,2,2
10,15,7,13,2,1
9,15,7,13,1,1
8,15,7,13,1,1
7,15,7,13,1,0
7,14,7,13,0,0
7,13,24,30,4,2
7,14,24,30,2,2
7,15,24,30,2,3
8,15,24,30,3,3
9,15,24,30,3,3
10,15,24,30,3,2
10,16,24,30,2,2
10,17,24,30,2,2
10,18,24,30,2,3
11,18,24,30,3,3
12,18,24,30,3,3
13,18,24,30,3,3
14,18,24,30,3,3
15,18,24,30,3,3
16,18,24,30,3,2
16,19,24,30,2,2
16,20,24,30,2,2
16,21,24,30,2,3
17,21,24,30,3,3
18,21,24,30,3,3
19,21,24,30,3,2
19,22,24,30,2,2
19,23,24,30,2,2
19,24,24,30,2,2
19,25,24,30,2,2
19,26,24,30,2,2
19,27,24,30,2,2
19,28,24,30,2,2
19,29,24,30,2,2
19,30,24,30,2,3
20,30,24,30,3,3
21,30,24,30,3,3
22,30,24,30,3,3
23,30,24,30,3,3
24,30,12,12,4,1
23,30,12,12,1,1
22,30,12,12,1,1
21,30,12,12,1,1
20,30,12,12,1,1
19,30,12,12,1,0
19,29,12,12,0,0
19,28,12,12,0,0
19,27,12,12,0,0
19,26,12,12,0,0
19,25,12,12,0,0
19,24,12,12,0,0
19,23,12,12,0,0
19,22,12,12,0,0
19,21,12,12,0,1
18,21,12,12,1,1
17,21,12,12,1,1
16,21,12,12,1,0
16,20,12,12,0,0
16,19,12,12,0,0
16,18,12,12,0,1
15,18,12,12,1,1
14,18,12,12,1,1
13,18,12,12,1,1
12,18,12,12,1,1
11,18,12,12,1,1
10,18,12,12,1,0
10,17,12,12,0,0
10,16,12,12,0,0
10,15,12,12,0,0
10,14,12,12,0,0
10,13,12,12,0,0
10,12,12,12,0,3
11,12,12,12,3,3
12,12,19,2,4,3
13,12,19,2,3,3
14,12,19,2,3,3
15,12,19,2,3,3
16,12,19,2,3,3
17,12,19,2,3,3
18,12,19,2,3,3
19,12,19,2,3,0
19,11,19,2,0,0
19,10,19,2,0,0
19,9,19,2,0,0
19,8,19,2,0,0
19,7,19,2,0,0
19,6,19,2,0,0
19,5,19,2,0,0
19,4,19,2,0,0
19,3,19,2,0,0
19,2,10,29,4,2
19,3,10,29,2,2
19,4,10,29,2,2
19,5,10,29,2,2
19,6,10,29,2,2
19,7,10,29,2,2
19,8,10,29,2,2
19,9,10,29,2,2
19,10,10,29,2,2
19,11,10,29,2,2
19,12,10,29,2,2
19,13,10,29,2,2
19,14,10,29,2,2
19,15,10,29,2,2
19,16,10,29,2,2
19,17,10,29,2,2
19,18,10,29,2,1
18,18,10,29,1,1
17,18,10,29,1,1
16,18,10,29,1,1
15,18,10,29,1,1
14,18,10,29,1,1
13,18,10,29,1,2
13,19,10,29,2,2
13,20,10,29,2,2
13,21,10,29,2,1
12,21,10,29,1,1
11,21,10,29,1,1
10,21,10,29,1,2
10,22,10,29,2,2
10,23,10,29,2,2
10,24,10,29,2,2
10,25,10,29,2,2
10,26,10,29,2,2
10,27,10,29,2,2
10,28,10,29,2,2
10,29,7,11,4,0
10,28,7,11,0,0
10,27,7,11,0,0
10,26,7,11,0,0
10,25,7,11,0,0
10,24,7,11,0,1
9,24,7,11,1,1
8,24,7,11,1,1
7,24,7,11,1,0
7,23,7,11,0,0
7,22,7,11,0,0
7,21,7,11,0,0
7,20,7,11,0,0
7,19,7,11,0,0
7,18,7,11,0,0
7,17,7,11,0,0
7,16,7,11,0,0
7,15,7,11,0,0
7,14,7,11,0,0
7,13,7,11,0,0
7,12,7,11,0,0
7,11,16,7,4,1
6,11,16,7,1,1
5,11,16,7,1,0
5,10,16,7,0,0
5,9,16,7,0,0
5,8,16,7,0,3
6,8,16,7,3,3
7,8,16,7,3,3
8,8,16,7,3,3
9,8,16,7,3,3
10,8,16,7,3,0
10,7,16,7,0,0
10,6,16,7,0,0
10,5,16,7,0,3
11,5,16,7,3,3
12,5,16,7,3,3
13,5,16,7,3,2
13,6,16,7,2,2
13,7,16,7,2,2
13,8,16,7,2,2
13,9,16,7,2,3
14,9,16,7,3,3
15,9,16,7,3,3
16,9,16,7,3,0
16,8,16,7,0,0
16,7,8,2,4,2
16,8,8,2,2,2
16,9,8,2,2,1
15,9,8,2,1,1
14,9,8,2,1,1
13,9,8,2,1,0
13,8,8,2,0,0
13,7,8,2,0,0
13,6,8,2,0,0
13,5,8,2,0,1
12,5,8,2,1,1
11,5,8,2,1,1
10,5,8,2,1,0
10,4,8,2,0,0
10,3,8,2,0,0
10,2,8,2,0,1
9,2,8,2,1,1
16,9,18,12,4,0
16,8,18,12,0,0
16,7,18,12,0,0
16,6,18,12,0,0
16,5,18,12,0,3
17,5,18,12,3,3
18,5,18,12,3,3
19,5,18,12,3,2
19,6,18,12,2,2
19,7,18,12,2,2
19,8,18,12,2,2
19,9,18,12,2,2
19,10,18,12,2,2
19,11,18,12,2,2
19,12,18,12,2,1
18,12,8,8,4,1
17,12,8,8,1,1
16,12,8,8,1,1
15,12,8,8,1,1
14,12,8,8,1,1
13,12,8,8,1,1
12,12,8,8,1,1
11,12,8,8,1,1
10,12,8,8,1,0
10,11,8,8,0,0
10,10,8,8,0,0
10,9,8,8,0,0
10,8,8,8,0,1
9,8,8,8,1,1
8,8,19,13,4,3
9,8,19,13,3,3
10,8,19,13,3,2
10,9,19,13,2,2
10,10,19,13,2,2
10,11,19,13,2,2
10,12,19,13,2,3
19,13,6,11,4,0
19,12,6,11,0,1
18,12,6,11,1,1
17,12,6,11,1,1
16,12,6,11,1,1
15,12,6,11,1,1
14,12,6,11,1,1
13,12,6,11,1,1
12,12,6,11,1,1
11,12,6,11,1,1
10,12,6,11,1,0
10,11,6,11,0,0
10,10,6,11,0,0
10,9,6,11,0,0
10,8,6,11,0,1
9,8,6,11,1,1
8,8,6,11,1,1
7,8,6,11,1,1
6,8,6,11,1,1
5,8,6,11,1,2
5,9,6,11,2,2
5,10,6,11,2,2
5,11,6,11,2,3
6,11,24,5,4,3
7,11,24,5,3,2
7,12,24,5,2,2
7,13,24,5,2,2
7,14,24,5,2,2
7,15,24,5,2,3
8,15,24,5,3,3
9,15,24,5,3,3
10,15,24,5,3,0
10,14,24,5,0,0
10,13,24,5,0,0
10,12,24,5,0,3
11,12,24,5,3,3
12,12,24,5,3,3
13,12,24,5,3,3
14,12,24,5,3,3
15,12,24,5,3,3
16,12,24,5,3,3
17,12,24,5,3,3
18,12,24,5,3,3
19,12,24,5,3,0
19,11,24,5,0,0
19,10,24,5,0,0
19,9,24,5,0,0
19,8,24,5,0,3
20,8,24,5,3,3
21,8,24,5,3,3
22,8,24,5,3,3
23,8,24,5,3,3
24,8,24,5,3,0
24,7,24,5,0,0
24,6,24,5,0,0
24,5,16,19,4,2
24,6,16,19,2,2
24,7,16,19,2,2
24,8,16,19,2,2
24,9,16,19,2,2
24,10,16,19,2,2
24,11,16,19,2,1
23,11,16,19,1,1
22,11,16,19,1,2
22,12,16,19,2,2
22,13,16,19,2,2
22,14,16,19,2,2
22,15,16,19,2,1
21,15,16,19,1,1
20,15,16,19,1,1
19,15,16,19,1,2
19,16,16,19,2,2
19,17,16,19,2,2
19,18,16,19,2,1
2,23,4,24,4,2
2,24,4,24,2,3
3,24,4,24,3,3
4,24,7,28,4,3
5,24,7,28,3,2
5,25,7,28,2,2
5,26,7,28,2,2
5,27,7,28,2,3
6,27,7,28,3,3
7,27,7,28,3,2
7,28,7,30,4,2
7,29,7,30,2,2
7,29,15,12,4,2
7,30,15,12,2,3
8,30,15,12,3,3
9,30,15,12,3,3
16,5,19,4,4,3
17,5,19,4,3,3
18,5,19,4,3,3
19,5,19,4,3,0
19,4,10,22,4,2
19,5,10,22,2,2
19,6,10,22,2,2
19,7,10,22,2,2
19,8,10,22,2,2
19,9,10,22,2,2
19,10,10,22,2,2
19,11,10,22,2,2
19,12,10,22,2,2
19,13,10,22,2,2
19,14,10,22,2,2
19,15,10,22,2,2
19,16,10,22,2,2
19,17,10,22,2,2
19,18,10,22,2,1
18,18,10,22,1,1
17,18,10,22,1,1
16,18,10,22,1,1
15,18,10,22,1,1
14,18,10,22,1,1
13,18,10,22,1,2
13,19,10,22,2,2
13,20,10,22,2,2
13,21,10,22,2,1
12,21,10,22,1,1
11,21,10,22,1,1
10,21,10,22,1,2
10,22,7,27,4,2
10,23,7,27,2,2
10,24,7,27,2,1
9,24,7,27,1,1
8,24,7,27,1,1
7,24,7,27,1,1
6,24,7,27,1,1
5,24,7,27,1,2
5,25,7,27,2,2
5,26,7,27,2,2
5,27,7,27,2,3
6,27,7,27,3,3
7,27,6,11,4,1
5,27,6,11,1,0
5,26,6,11,0,0
5,25,6,11,0,0
5,24,6,11,0,3
6,24,6,11,3,3
7,24,6,11,3,0
6,11,10,23,4,3
7,11,10,23,3,2
7,12,10,23,2,2
7,13,10,23,2,2
7,14,10,23,2,2
7,15,10,23,2,2
7,16,10,23,2,2
7,17,10,23,2,2
7,18,10,23,2,2
7,19,10,23,2,2
7,20,10,23,2,2
7,21,10,23,2,2
7,22,10,23,2,2
7,23,10,23,2,2
7,24,10,23,2,3
8,24,10,23,3,3
9,24,10,23,3,3
10,24,10,23,3,0
10,23,15,24,4,2
10,24,15,24,2,3
11,24,15,24,3,3
12,24,15,24,3,3
13,24,15,24,3,3
14,24,15,24,3,3
15,24,17,30,4,3
16,24,17,30,3,3
17,24,17,30,3,3
18,24,17,30,3,3
19,24,17,30,3,2
17,30,24,24,4,3
18,30,24,24,3,3
19,30,24,24,3,0
19,29,24,24,0,0
19,28,24,24,0,0
19,27,24,24,0,0
19,26,24,24,0,0
19,25,24,24,0,0
19,24,24,24,0,3
20,24,24,24,3,3
21,24,24,24,3,3
22,24,24,24,3,3
23,24,24,24,3,3
24,24,24,7,4,1
23,24,24,7,1,1
22,24,24,7,1,0
22,23,24,7,0,0
22,22,24,7,0,0
22,21,24,7,0,0
22,20,24,7,0,0
22,19,24,7,0,0
22,18,24,7,0,0
22,17,24,7,0,0
22,16,24,7,0,0
22,15,24,7,0,0
22,14,24,7,0,0
22,13,24,7,0,0
22,12,24,7,0,0
22,11,24,7,0,3
23,11,24,7,3,3
24,11,24,7,3,0
24,10,24,7,0,0
24,9,24,7,0,0
24,8,24,7,0,0
24,7,17,18,4,2
24,8,17,18,2,2
24,9,17,18,2,2
24,10,17,18,2,2
24,11,17,18,2,1
23,11,17,18,1,1
22,11,17,18,1,2
22,12,17,18,2,2
22,13,17,18,2,2
22,14,17,18,2,2
22,15,17,18,2,1
21,15,17,18,1,1
20,15,17,18,1,1
19,15,17,18,1,2
19,16,17,18,2,2
19,17,17,18,2,2
19,18,17,18,2,1
18,18,17,18,1,1
17,18,12,24,4,1
16,18,12,24,1,1
15,18,12,24,1,1
14,18,12,24,1,1
13,18,12,24,1,2
13,19,12,24,2,2
13,20,12,24,2,2
13,21,12,24,2,1
12,21,12,24,1,1
11,21,12,24,1,1
10,21,12,24,1,2
10,22,12,24,2,2
10,23,12,24,2,2
10,24,12,24,2,3
11,24,12,24,3,3
12,24,27,4,4,3
13,24,27,4,3,3
14,24,27,4,3,3
15,24,27,4,3,3
16,24,27,4,3,3
17,24,27,4,3,3
18,24,27,4,3,3
19,24,27,4,3,3
20,24,27,4,3,3
21,24,27,4,3,3
22,24,27,4,3,0
22,23,27,4,0,0
22,22,27,4,0,0
22,21,27,4,0,0
22,20,27,4,0,0
22,19,27,4,0,0
22,18,27,4,0,0
22,17,27,4,0,0
22,16,27,4,0,0
22,15,27,4,0,0
22,14,27,4,0,0
22,13,27,4,0,0
22,12,27,4,0,0
22,11,27,4,0,3
23,11,27,4,3,3
24,11,27,4,3,0
24,10,27,4,0,0
24,9,27,4,0,0
24,8,27,4,0,3
27,4,2,28,4,2
27,5,2,28,2,2
27,6,2,28,2,2
27,7,2,28,2,2
27,8,2,28,2,1
26,8,2,28,1,1
25,8,2,28,1,1
24,8,2,28,1,1
23,8,2,28,1,1
22,8,2,28,1,1
21,8,2,28,1,1
20,8,2,28,1,1
19,8,2,28,1,2
19,9,2,28,2,2
19,10,2,28,2,2
19,11,2,28,2,2
19,12,2,28,2,2
19,13,2,28,2,2
19,14,2,28,2,2
19,15,2,28,2,2
19,16,2,28,2,2
19,17,2,28,2,2
19,18,2,28,2,1
18,18,2,28,1,1
17,18,2,28,1,1
16,18,2,28,1,1
15,18,2,28,1,1
14,18,2,28,1,1
13,18,2,28,1,2
13,19,2,28,2,2
13,20,2,28,2,2
13,21,2,28,2,1
12,21,2,28,1,1
11,21,2,28,1,1
10,21,2,28,1,2
10,22,2,28,2,2
10,23,2,28,2,2
10,24,2,28,2,1
9,24,2,28,1,1
8,24,2,28,1,1
7,24,2,28,1,1
6,24,2,28,1,1
5,24,2,28,1,2
5,25,2,28,2,2
5,26,2,28,2,2
5,27,2,28,2,1
4,27,2,28,1,1
3,27,2,28,1,1
2,27,2,28,1,2
2,28,5,8,4,0
2,27,5,8,0,3
3,27,5,8,3,3
4,27,5,8,3,3
5,27,5,8,3,0
5,26,5,8,0,0
5,25,5,8,0,0
5,24,5,8,0,3
6,24,5,8,3,3
7,24,5,8,3,0
7,23,5,8,0,0
7,22,5,8,0,0
7,21,5,8,0,0
7,20,5,8,0,0
7,19,5,8,0,0
7,18,5,8,0,0
7,17,5,8,0,0
7,16,5,8,0,0
7,15,5,8,0,0
7,14,5,8,0,0
7,13,5,8,0,0
7,12,5,8,0,0
7,11,5,8,0,1
6,11,5,8,1,1
5,11,5,8,1,0
5,10,5,8,0,0
5,9,5,8,0,0
5,8,21,8,4,3
6,8,21,8,3,3
7,8,21,8,3,3
8,8,21,8,3,3
9,8,21,8,3,3
10,8,21,8,3,2
10,9,21,8,2,2
10,10,21,8,2,2
10,11,21,8,2,2
10,12,21,8,2,3
11,12,21,8,3,3
12,12,21,8,3,3
13,12,21,8,3,3
14,12,21,8,3,3
15,12,21,8,3,3
16,12,21,8,3,3
17,12,21,8,3,3
18,12,21,8,3,3
19,12,21,8,3,0
19,11,21,8,0,0
19,10,21,8,0,0
19,9,21,8,0,0
19,8,21,8,0,3
20,8,21,8,3,3
21,8,27,3,4,3
22,8,27,3,3,3
23,8,27,3,3,3
24,8,27,3,3,3
25,8,27,3,3,3
26,8,27,3,3,3
27,8,27,3,3,0
27,7,27,3,0,0
27,6,27,3,0,0
27,5,27,3,0,0
27,4,27,3,0,0
27,3,3,21,4,2
27,4,3,21,2,2
27,5,3,21,2,2
27,6,3,21,2,2
27,7,3,21,2,2
27,8,3,21,2,1
26,8,3,21,1,1
25,8,3,21,1,1
24,8,3,21,1,1
23,8,3,21,1,1
22,8,3,21,1,1
